tree_edge_id,parent_tree_node_id,child_tree_node_id,edge_type,sort_order,source_from,is_evidence_fact,evidence_ids,notes
TE0001,T0001,T0002,DISPLAY_PARENT_OF,1,document_driven_rules,false,,关系子树根挂载到产业链总根
TE0002,T0002,T0003,DISPLAY_PARENT_OF,1,approved_relation,true,新型显示白皮书_7f4f945d7c21_p018_paragraph_001,由approved关系NR0005确定父子层级
TE0003,T0001,T0004,DISPLAY_PARENT_OF,2,document_driven_rules,false,,关系子树根挂载到产业链总根
TE0004,T0004,T0005,DISPLAY_PARENT_OF,1,approved_relation,true,新型显示白皮书_7f4f945d7c21_p017_paragraph_002,由approved关系NR0007确定父子层级
TE0005,T0004,T0006,DISPLAY_PARENT_OF,2,approved_relation,true,新型显示白皮书_7f4f945d7c21_p017_paragraph_002,由approved关系NR0006确定父子层级
TE0006,T0001,T0007,DISPLAY_PARENT_OF,3,document_driven_rules,false,,关系子树根挂载到产业链总根
TE0007,T0007,T0008,DISPLAY_PARENT_OF,1,approved_relation,true,新型显示白皮书_7f4f945d7c21_p004_paragraph_001,由approved关系NR0002确定父子层级
TE0008,T0007,T0009,DISPLAY_PARENT_OF,2,approved_relation,true,新型显示白皮书_7f4f945d7c21_p004_paragraph_001,由approved关系NR0003确定父子层级
TE0009,T0007,T0010,DISPLAY_PARENT_OF,3,approved_relation,true,新型显示白皮书_7f4f945d7c21_p004_paragraph_001,由approved关系NR0004确定父子层级
TE0010,T0007,T0011,DISPLAY_PARENT_OF,4,approved_relation,true,新型显示白皮书_7f4f945d7c21_p004_paragraph_001,由approved关系NR0001确定父子层级
TE0011,T0001,T0012,DISPLAY_PARENT_OF,4,document_driven_rules,false,,关系子树根挂载到产业链总根
TE0012,T0012,T0013,DISPLAY_PARENT_OF,1,approved_relation,true,新型显示白皮书_7f4f945d7c21_p029_paragraph_004,由approved关系NR0008确定父子层级
TE0013,T0003,T0014,DISPLAY_PARENT_OF,1,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p030_paragraph_003;新型显示白皮书_7f4f945d7c21_p030_paragraph_005;新型显示白皮书_7f4f945d7c21_p031_paragraph_003;新型显示白皮书_7f4f945d7c21_p033_paragraph_003,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0014,T0003,T0015,DISPLAY_PARENT_OF,2,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p031_paragraph_003;新型显示白皮书_7f4f945d7c21_p032_paragraph_004;新型显示白皮书_7f4f945d7c21_p032_paragraph_005,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0015,T0003,T0016,DISPLAY_PARENT_OF,3,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p031_paragraph_003;新型显示白皮书_7f4f945d7c21_p032_paragraph_004,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0016,T0003,T0017,DISPLAY_PARENT_OF,4,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p031_paragraph_003;新型显示白皮书_7f4f945d7c21_p032_paragraph_004,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0017,T0003,T0018,DISPLAY_PARENT_OF,5,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p032_paragraph_004;新型显示白皮书_7f4f945d7c21_p032_paragraph_005,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0018,T0003,T0019,DISPLAY_PARENT_OF,6,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p031_paragraph_003;新型显示白皮书_7f4f945d7c21_p032_paragraph_004,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0019,T0003,T0020,DISPLAY_PARENT_OF,7,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p031_paragraph_003,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0020,T0003,T0021,DISPLAY_PARENT_OF,8,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p031_paragraph_003,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0021,T0003,T0022,DISPLAY_PARENT_OF,9,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p032_paragraph_005,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0022,T0003,T0023,DISPLAY_PARENT_OF,10,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p031_paragraph_003,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0023,T0001,T0024,DISPLAY_PARENT_OF,5,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p011_paragraph_002;新型显示白皮书_7f4f945d7c21_p011_paragraph_003,行业专属展示分组挂载，非PDF父子关系事实
TE0024,T0024,T0025,DISPLAY_PARENT_OF,1,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p011_paragraph_003,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0025,T0024,T0026,DISPLAY_PARENT_OF,2,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p011_paragraph_002,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0026,T0024,T0027,DISPLAY_PARENT_OF,3,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p011_paragraph_002,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
TE0027,T0024,T0028,DISPLAY_PARENT_OF,4,document_driven_rules,false,新型显示白皮书_7f4f945d7c21_p011_paragraph_002,已批准实体按类型和证据语境进行展示归类，非PDF父子关系事实
