review_id,source_file,original_priority,review_type,subject,relation_type,object,entity_or_relation_id,issue_summary,auto_decision,enter_conservative_draft,manual_required,decision_reason,recommended_human_decision
RV0001,manual_review_sheet.csv,P3,entity_review,封装,,,CE0003,"同名类型无法唯一判定: ['industry_link', 'process']",auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0002,manual_review_sheet.csv,P3,entity_review,测试,,,CE0004,"同名类型无法唯一判定: ['industry_link', 'process']",auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0003,manual_review_sheet.csv,P3,entity_review,封测,,,CE0024,"同名类型无法唯一判定: ['industry_link', 'process']",auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0004,manual_review_sheet.csv,P3,entity_review,半导体生态,,,CE0046,仅出现在关系端点，无独立实体候选,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0005,manual_review_sheet.csv,P1,stage3c_carryover,,relation_endpoint_type_mismatch,,t01_r01,关系候选待复核: 设计->INPUT_TO->代工,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 设计->INPUT_TO->代工
RV0006,manual_review_sheet.csv,P1,stage3c_carryover,,relation_endpoint_type_mismatch,,t01_r02,关系候选待复核: 设计->INPUT_TO->封装,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 设计->INPUT_TO->封装
RV0007,manual_review_sheet.csv,P1,stage3c_carryover,,relation_endpoint_type_mismatch,,t01_r03,关系候选待复核: 设计->INPUT_TO->测试,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 设计->INPUT_TO->测试
RV0008,manual_review_sheet.csv,P3,stage3c_carryover,,evidence_id_not_in_context,,t01_e10,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0009,manual_review_sheet.csv,P3,stage3c_carryover,,evidence_id_not_in_context,,t01_e11,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0010,manual_review_sheet.csv,P3,stage3c_carryover,,evidence_id_not_in_context,,t01_e12,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0011,manual_review_sheet.csv,P3,stage3c_carryover,,evidence_id_not_in_context,,t01_e13,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0012,manual_review_sheet.csv,P3,stage3c_carryover,,evidence_id_not_in_context,,t01_e14,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0013,manual_review_sheet.csv,P3,stage3c_carryover,,evidence_id_not_in_context,,t01_e15,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0014,manual_review_sheet.csv,P3,stage3c_carryover,,evidence_id_not_in_context,,t01_e16,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0015,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0016,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0017,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0018,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r07,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0019,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r08,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0020,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r09,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0021,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r10,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0022,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r11,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0023,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r12,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0024,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r13,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0025,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t01_r14,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0026,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t02_e02,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0027,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t02_e03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0028,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r01,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0029,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r02,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0030,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0031,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0032,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0033,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0034,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r07,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0035,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r08,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0036,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r09,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0037,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r10,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0038,manual_review_sheet.csv,P3,stage3c_carryover,,entity_type_invalid,,t03_r11,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0039,manual_review_sheet.csv,P3,stage3c_carryover,,relation_type_invalid,,t03_r12,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 默认归档，保守策略不进入保守草案,
RV0040,manual_review_sheet.csv,P1,stage3c_carryover,,non_atomic_relation_endpoint,,t04_r01,关系候选待复核: 半导体设计制造->INPUT_TO->设备、原材料和EDA软件,manual_required,false,true,P1 具体产业内容或结构关系，交由人工/本地LLM审核,关系候选待复核: 半导体设计制造->INPUT_TO->设备、原材料和EDA软件
RV0041,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t04_e15,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0042,manual_review_sheet.csv,P3,stage3c_carryover,,quote_not_found,,t04_e16,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0043,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r02,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0044,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r03,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0045,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r04,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0046,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r05,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0047,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r06,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0048,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r07,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0049,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r08,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0050,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r09,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0051,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r10,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
RV0052,manual_review_sheet.csv,P3,stage3c_carryover,,subject_or_object_not_found,,t04_r11,候选被拒绝，需人工确认,auto_archive_rejected,false,false,P3 + quote/subject异常，保守策略默认归档,
